id,filename,status,updated
101316,Removal+of+a+dye+from+aqueoussolution+by+the+fungus+Asperillus+niger_.txt,processed2,2025-11-16 18:56:29.478451
101401,Declourization+of+Sulfonphtaleindyes+by+Manganese+Peroxidase+activity+of+the+White-Rot+fungus+Phanerochaete+chrysoporium_.txt,processed2,2025-11-16 19:24:28.767891
101650,Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,processed2,2025-11-16 18:27:32.587064
101834,Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and..._.txt,processed2,2025-11-16 19:25:17.263485
101861,Biodegradation+of+azo+dyes+by+the+lignin-degrading+fungus+Phanerochaete+chrysosporium_.txt,processed2,2025-11-16 19:47:58.374861
102460,Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_.txt,processed2,2025-11-16 18:25:32.037944
102544,Kinetic+and+Equilibrium+Studies+on+In-Situ+Biosorption+of+Reactive+Blue+140+Dye+by+Live+Biomass+Preparation+of+Aspergillus+niger+HM11_.txt,processed2,2025-11-16 18:55:24.234452
102586,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.txt,processed2,2025-11-16 18:04:27.250150
100429,Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_.txt,processed2,2025-11-16 18:39:23.788074
100893,Effect+of+Glucose+Addition+on+Laccase+Production_.txt,processed2,2025-11-16 19:12:35.636243
101043,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.txt,processed2,2025-11-16 20:03:42.277786
101123,Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_.txt,processed2,2025-11-16 18:29:41.317070
101494,Laccase+Production+in+Airlift+Reactor_.txt,processed2,2025-11-16 19:44:02.111356
101741,Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015.txt,processed2,2025-11-16 17:28:34.816945
101757,Non-enzymatic+reduction+of+azo+dyes+by+NADH_.txt,processed2,2025-11-16 18:21:45.931298
101886,Biodegradation+ability+and+catabolic+genes+of+petroleum-degrading+Sphingomonas+koreensis+strain+ASU-06+isolated+from+Egyptian+oily+soil_.txt,processed2,2025-11-16 19:22:07.844282
102025,Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization%2C+Part+II%3A+Continuous+decolourization+tests_.txt,processed2,2025-11-16 19:37:55.928524
102258,Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,processed2,2025-11-16 19:42:19.674857
102510,Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_.txt,processed2,2025-11-16 18:27:45.158513
102820,mp-2.txt,processed2,2025-11-16 19:45:15.268123
100420,Enhancement+of+Laccase+Production+in+Trametes+pubescens_.txt,processed2,2025-11-16 17:42:59.632534
100547,Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus%3A+uptake+and+kinetic+studies_.txt,processed2,2025-11-16 18:24:51.571426
100968,Lignin+peroxidase-catalyzed+oxidation+of+sulfonated+azo+dyes+generates+novel+sulfophenyl+hydroperoxides_.txt,processed2,2025-11-16 17:48:25.790193
101191,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.txt,processed2,2025-11-16 18:49:09.587047
101258,Non-enzymatic+reduction+of+azo+dyes+by+NAD%28P%29H_.txt,processed2,2025-11-16 19:42:39.674261
101844,Biotransformation+of+poly+R-478+by+continuous+cultures+of+PVAL-encapsulated+Trametes+versicolor+under+non-sterile+conditions_.txt,processed2,2025-11-16 17:35:09.928092
102122,Biological+decolorization+of+reactive+textile+dye+yellow+CRG_.txt,processed2,2025-11-16 20:24:13.528825
102139,Halides+reduce+dye+decolorization+by+reacting+with+hydroxyl+radicals_.txt,processed2,2025-11-16 18:39:48.206369
102203,Effect+of+carbon+sources+on+dye+decolorization_.txt,processed2,2025-11-16 17:48:54.352264
102947,Reactive+blue+19+decolouration+by+laccase+immobilized+on+silica+beads_.txt,processed2,2025-11-16 18:07:31.806917
100130,Fed+Batch+Experiment+for+Laccase+Production_.txt,processed2,2025-11-16 18:51:21.959053
100563,Catalytic+behavior+and+detoxifying+ability+of+an+a+typical+homotrimericlaccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,processed2,2025-11-16 18:24:41.075537
100717,Investigation+on+rate-determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed2,2025-11-16 18:22:02.243703
100931,Declourization+of+Sulfonphtaleindyes+by+Manganese+Peroxidase+activity+of+the+White+%E2%80%93Rot+fungus+Phanerochaete+chrysoporium_.txt,processed2,2025-11-16 19:56:47.219924
101083,Effect+of+a+non-ionic+surfactant%2C+Merpol%2C+on+dye+decolorization+of+Reactive+blue+19+by+laccase_.txt,processed2,2025-11-16 18:57:41.055315
101257,Reactor+Design+for+Bioremediation+Applications_.txt,processed2,2025-11-16 20:18:09.132967
101314,Influence+of+aromatic+substitution+patterns+on+azo+dye+degradability+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,processed2,2025-11-16 18:58:33.896656
101411,Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,processed2,2025-11-16 17:54:23.063090
101792,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,processed2,2025-11-16 17:39:19.335223
102339,Enzyme+Activity+Measurements+in+Fungal+Cultures_.txt,processed2,2025-11-16 19:13:23.340069
102923,Mineralization+of+the+sulfonated+azo+dye+mordant+yellow+3+by+a+6-aminophthalene-2-sulfonated-degrading+bacterial+consortium_.txt,processed2,2025-11-16 19:33:06.140855
100586,Malignant+transformation+by+malachite+green_.txt,processed2,2025-11-16 19:48:27.174147
100597,The+effect+of+pH+on+azo+dye+reduction+by+NADH_.txt,processed2,2025-11-16 20:17:49.135720
100612,New+safety+and+rapid+method+for+extraction+of+genomic+DNA+from+bacteria+and+yeast+strains+suitable+for+PCR+amplifications_.txt,processed2,2025-11-16 20:23:53.653242
101047,Reduction+of+azo+dyes+by+zero-valent+iron+metal_.txt,processed2,2025-11-16 18:52:31.546563
101280,Recent+advances+in+azo+dye+degrading+enzyme+research..._.txt,processed2,2025-11-16 18:34:04.299792
102745,Chemical+pretreatment+and+aerobic%E2%80%93anaerobic+degradation+of+textile+dye+wastewater_.txt,processed2,2025-11-16 18:00:40.165190
102894,Recent+advances+in+azo+dye+degrading+enzyme+research_.txt,processed2,2025-11-16 19:19:49.682976
100333,Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,processed2,2025-11-16 19:51:35.559654
100882,Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_.txt,processed2,2025-11-16 18:22:34.297233
101627,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed2,2025-11-16 18:03:54.028416
101842,Enhancement+of+dye+oxidation+in+the+presence+of+nitrate_.txt,processed2,2025-11-16 19:06:18.609340
102030,Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_.txt,processed2,2025-11-16 17:58:15.902630
100160,Biodegradation+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,processed2,2025-11-16 18:30:13.650153
100465,Isolation+and+Characterization+of+Aeromonas+sp.+B-5+capable+of+decolorizing+various+dyes_.txt,processed2,2025-11-16 19:37:29.773869
100609,Microbial+decolorization+and+degradation+of+textile+dye_.txt,processed2,2025-11-16 18:13:53.919718
101027,Treatment+of+dye+industry+effluent+using+free+and+immobilized+cyanobacteria_.txt,processed2,2025-11-16 18:24:10.698150
101253,Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_.txt,processed2,2025-11-16 18:30:47.096041
102466,Investigating+the+potential+of+intracellular+mineral+inclusions+in+microalgae+as+a+novel+bioremediation+method+for+radioactive+90Sr+water+pollution_.txt,processed2,2025-11-16 18:14:54.610598
102730,Triphenylmethane+reductase+from+Citrobacter+species_.txt,processed2,2025-11-16 18:22:55.218388
102799,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,processed2,2025-11-16 20:04:23.505890
102893,Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,processed2,2025-11-16 20:09:10.402500
102944,Biodegradation+of+crystal+violet+by+Aeromonas+hydrophila_.txt,processed2,2025-11-16 20:23:59.999045
100368,Dye+biosorption+sites+in+Aspergillus+niger_.txt,processed2,2025-11-16 19:04:48.125073
100723,Reactive+dye+bioaccumulation+by+Saccharomyces+cerevisiae_.txt,processed2,2025-11-16 17:59:56.715911
100729,Mechanistic+study+of+the+biodegradation+of+triphenylmethane+dyes_.txt,processed2,2025-11-16 18:35:14.862364
101050,Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.txt,processed2,2025-11-16 18:05:34.665233
101520,Decolorization+of+triphenylmethane+dyes+by+Aeromonas+hydrophila_.txt,processed2,2025-11-16 20:08:47.927987
101597,Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_.txt,processed2,2025-11-16 18:24:22.732875
101815,Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,processed2,2025-11-16 20:01:30.514716
102066,Improved+decolorization+of+triphenylmethane+dyes+by+halo-thermotolerant+bacteria+isolated+from+hypersaline+environments_.txt,processed2,2025-11-16 19:22:30.852062
102428,New+pathway+for+degradation+of+sulfonated+azo+dyes+by+microbial+peroxidases+of+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,processed2,2025-11-16 20:16:45.986948
102535,Enzymatic+reduction+and+oxidation+of+fibre-bound+azo-dyes_.txt,processed2,2025-11-16 18:36:56.341293
102876,Biotransformation+of+azo+dye+by+bacterial+laccase_.txt,processed2,2025-11-16 18:19:54.341166
100735,Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,processed2,2025-11-16 19:09:42.012224
100988,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.txt,processed2,2025-11-16 20:03:10.566305
101144,A+continuous+spectrophotometric+determination+of+hepatic+microsomal+azo+reductase+activity+and+its+dependence+on+cytochrome+P-450_.txt,processed2,2025-11-16 19:26:47.074056
101723,Isolation+and+identification+of+diisopropylnaphthalene+isomers+in+the+alkylation+products+of+naphthalene_.txt,processed2,2025-11-16 19:14:31.785553
101941,Characterization+and+use+of+a+bacterial+lignin+peroxidase+with+an+improved+manganese-oxidative+activity_.txt,processed2,2025-11-16 18:23:20.899978
100236,Enzymatic+transformation+of+nitro-aromatic+compounds+by+a+flavin-free+NADH+azoreductase+from+Lysinibacillus+sphaericus_.txt,processed2,2025-11-16 18:53:21.249198
101583,Molecular+cloning%2C+characterisation+and+ligand-bound+structure_.txt,processed2,2025-11-16 17:52:00.502777
101921,Identification+of+NAD%28P%29H+quinone+oxidoreductase+activity+in+azoreductases+from+Pseudomonas+aeruginosa_.txt,processed2,2025-11-16 18:30:28.331557
102111,Molecular+cloning%2C+characterisation+and+ligand-bound+structure+of+an+azoreductase+from+Pseudomonas+aeruginosa_.txt,processed2,2025-11-16 17:51:16.363864
